Title,Link,Content,Public_Time,Source
截至11月14日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202111/afa816934c124297ad65c045b92d5fbc.shtml,"11月14日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例52例。其中境外输入病例20例（上海5例，广东4例，云南4例，山东3例，福建2例，山西1例，陕西1例），含1例由无症状感染者转为确诊病例（在广东）；本土病例32例（辽宁25例，均在大连市；河南3例，其中周口市2例、郑州市1例；黑龙江2例，均在黑河市；河北1例，在辛集市；云南1例，在德宏傣族景颇族自治州），含12例由无症状感染者转为确诊病例（辽宁10例，河南2例）。无新增死亡病例。新增疑似病例2例，均为境外输入病例（均在上海）。
当日新增治愈出院病例55例，解除医学观察的密切接触者2492人，重症病例较前一日减少2例。
境外输入现有确诊病例382例（其中重症病例2例），现有疑似病例4例。累计确诊病例9885例，累计治愈出院病例9503例，无死亡病例。
截至11月14日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1347例（其中重症病例17例），累计治愈出院病例92332例，累计死亡病例4636例，累计报告确诊病例98315例，现有疑似病例4例。累计追踪到密切接触者1297645人，尚在医学观察的密切接触者46241人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者14例，其中境外输入12例，本土2例（均在江西上饶市）；当日转为确诊病例13例（境外输入1例）；当日解除医学观察12例（境外输入10例）；尚在医学观察的无症状感染者521例（境外输入367例）。
累计收到港澳台地区通报确诊病例28945例。其中，香港特别行政区12381例（出院12090例，死亡213例），澳门特别行政区77例（出院76例），台湾地区16487例（出院13742例，死亡848例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-11-15,卫生应急办公室
截至11月20日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202111/9cf471aed8d443d587e28b008c3774f4.shtml,"11月20日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例17例。其中境外输入病例13例（上海3例，广东3例，江苏2例，云南2例，北京1例，天津1例，广西1例），含1例由无症状感染者转为确诊病例（在广东）；本土病例4例（辽宁3例，均在大连市；云南1例，在德宏傣族景颇族自治州）。无新增死亡病例。新增疑似病例1例，为境外输入病例（在上海）。
当日新增治愈出院病例77例，解除医学观察的密切接触者4384人，重症病例与前一日持平。
境外输入现有确诊病例383例（其中重症病例1例），现有疑似病例3例。累计确诊病例9997例，累计治愈出院病例9614例，无死亡病例。
截至11月20日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1098例（其中重症病例12例），累计治愈出院病例92733例，累计死亡病例4636例，累计报告确诊病例98467例，现有疑似病例3例。累计追踪到密切接触者1301951人，尚在医学观察的密切接触者32989人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者8例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察15例（境外输入13例）；尚在医学观察的无症状感染者479例（境外输入339例）。
累计收到港澳台地区通报确诊病例28996例。其中，香港特别行政区12399例（出院12108例，死亡213例），澳门特别行政区77例（出院77例），台湾地区16520例（出院13742例，死亡848例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-11-21,卫生应急办公室
截至11月27日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202111/8edc33e543754748b6fe7d76c3157ce3.shtml,"11月27日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例23例。其中境外输入病例20例（云南6例，上海5例，广东3例，山东2例，广西2例，四川2例），含1例由无症状感染者转为确诊病例（在四川）；本土病例3例（云南2例，均在德宏傣族景颇族自治州；辽宁1例，在大连市）。无新增死亡病例。新增疑似病例2例，均为境外输入病例（均在上海）。
当日新增治愈出院病例47例，解除医学观察的密切接触者1974人，重症病例与前一日持平。
境外输入现有确诊病例398例（其中重症病例3例），现有疑似病例3例。累计确诊病例10131例，累计治愈出院病例9733例，无死亡病例。
截至11月27日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例785例（其中重症病例7例），累计治愈出院病例93210例，累计死亡病例4636例，累计报告确诊病例98631例，现有疑似病例3例。累计追踪到密切接触者1323851人，尚在医学观察的密切接触者32830人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者22例，其中境外输入18例，本土4例（内蒙古3例，均在呼伦贝尔市；上海1例，在嘉定区）；当日转为确诊病例1例（为境外输入）；当日解除医学观察11例（境外输入9例）；尚在医学观察的无症状感染者449例（境外输入378例）。
累计收到港澳台地区通报确诊病例29079例。其中，香港特别行政区12424例（出院12130例，死亡213例），澳门特别行政区77例（出院77例），台湾地区16578例（出院13742例，死亡848例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-11-28,卫生应急办公室
截至12月9日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202112/956d55312db64d08accfbc417aabb024.shtml,"12月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例63例。其中境外输入病例26例（广西7例，四川6例，福建3例，山东3例，陕西2例，北京1例，辽宁1例，上海1例，浙江1例，云南1例），含6例由无症状感染者转为确诊病例（四川5例，浙江1例）；本土病例37例（内蒙古24例，均在呼伦贝尔市；浙江5例，其中绍兴市3例、宁波市2例；云南5例，均在德宏傣族景颇族自治州；黑龙江2例，均在哈尔滨市；陕西1例，在西安市），含4例由无症状感染者转为确诊病例（均在云南）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例31例，解除医学观察的密切接触者762人，重症病例较前一日增加5例。
境外输入现有确诊病例473例（其中重症病例2例），现有疑似病例1例。累计确诊病例10395例，累计治愈出院病例9922例，无死亡病例。
截至12月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1222例（其中重症病例29例），累计治愈出院病例93659例，累计死亡病例4636例，累计报告确诊病例99517例，现有疑似病例1例。累计追踪到密切接触者1352338人，尚在医学观察的密切接触者45267人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者43例，其中境外输入20例，本土23例（均在浙江，其中绍兴市9例、杭州市7例、宁波市7例）；当日转为确诊病例10例（境外输入6例）；当日解除医学观察9例（境外输入7例）；尚在医学观察的无症状感染者508例（境外输入413例）。
累计收到港澳台地区通报确诊病例29259例。其中，香港特别行政区12478例（出院12156例，死亡213例），澳门特别行政区77例（出院77例），台湾地区16704例（出院13742例，死亡848例）。",2021-12-10,卫生应急办公室
截至12月14日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202112/7de3bb5f23714caba031030ec224438f.shtml,"12月14日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例67例。其中境外输入病例17例（陕西4例，上海3例，云南3例，广东2例，广西2例，吉林1例，浙江1例，山东1例）；本土病例50例（浙江45例，其中绍兴市39例、宁波市6例；内蒙古3例，均在呼伦贝尔市；广东2例，均在东莞市）。无新增死亡病例。无新增疑似病例。
　　当日新增治愈出院病例38例，解除医学观察的密切接触者6988人，重症病例较前一日减少5例。
　　境外输入现有确诊病例520例（其中重症病例5例），现有疑似病例1例。累计确诊病例10520例，累计治愈出院病例10000例，无死亡病例。
　　截至12月14日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1460例（其中重症病例17例），累计治愈出院病例93827例，累计死亡病例4636例，累计报告确诊病例99923例，现有疑似病例1例。累计追踪到密切接触者1371391人，尚在医学观察的密切接触者54009人。
　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者24例，其中境外输入22例，本土2例（均在广东东莞市）；当日无转为确诊病例；当日解除医学观察17例（均为境外输入）；尚在医学观察的无症状感染者452例（境外输入404例）。
　　累计收到港澳台地区通报确诊病例29324例。其中，香港特别行政区12495例（出院12180例，死亡213例），澳门特别行政区77例（出院77例），台湾地区16752例（出院13742例，死亡848例）。

 
（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-12-15,卫生应急办公室
截至12月24日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202112/e2044aec1fac4b969db46454043d851b.shtml,"12月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例140例。其中境外输入病例53例（上海15例，天津9例，陕西8例，广东6例，广西5例，湖南4例，云南2例，浙江1例，福建1例，山东1例，四川1例），含9例由无症状感染者转为确诊病例（湖南4例，陕西4例，四川1例）；本土病例87例（陕西78例，其中西安市75例、延安市2例、咸阳市1例；广西5例，均在防城港市；云南4例，均在昆明市）。无新增死亡病例。新增疑似病例6例，均为境外输入病例（上海4例，浙江2例）。
当日新增治愈出院病例110例，解除医学观察的密切接触者5113人，重症病例与前一日持平。
境外输入现有确诊病例696例（其中重症病例3例），现有疑似病例10例。累计确诊病例10846例，累计治愈出院病例10150例，无死亡病例。
截至12月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1881例（其中重症病例9例），累计治愈出院病例94354例，累计死亡病例4636例，累计报告确诊病例100871例，现有疑似病例10例。累计追踪到密切接触者1403530人，尚在医学观察的密切接触者53923人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者24例，其中境外输入20例，本土4例（均在广西防城港市）；当日转为确诊病例9例（均为境外输入）；当日解除医学观察20例（均为境外输入）；尚在医学观察的无症状感染者492例（境外输入452例）。
累计收到港澳台地区通报确诊病例29505例。其中，香港特别行政区12555例（出院12189例，死亡213例），澳门特别行政区77例（出院77例），台湾地区16873例（出院13742例，死亡850例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-12-25,卫生应急办公室
截至11月25日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202011/d721ef339f314586971cde438f0aa269.shtml,"11月25日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例21例，其中境外输入病例12例（上海5例，广东4例，江苏1例，福建1例，四川1例），本土病例9例（均在内蒙古）；无新增死亡病例；新增疑似病例3例，其中境外输入病例2例（均在上海），本土病例1例（在内蒙古）。
当日新增治愈出院病例20例，解除医学观察的密切接触者925人，重症病例较前一日增加1例。
境外输入现有确诊病例278例（其中重症病例3例），现有疑似病例3例。累计确诊病例3821例，累计治愈出院病例3543例，无死亡病例。
截至11月25日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例306例（其中重症病例7例），累计治愈出院病例81550例，累计死亡病例4634例，累计报告确诊病例86490例，现有疑似病例5例。累计追踪到密切接触者877922人，尚在医学观察的密切接触者10768人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者5例（境外输入4例）；当日转为确诊病例4例（境外输入2例）；当日解除医学观察15例（均为境外输入）；尚在医学观察无症状感染者321例（境外输入317例）。
累计收到港澳台地区通报确诊病例6535例。其中，香港特别行政区5866例（出院5295例，死亡108例），澳门特别行政区46例（出院46例），台湾地区623例（出院553例，死亡7例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-11-26,卫生应急办公室
截至12月4日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202012/200039b537b644f79541af3db34d1486.shtml,"12月4日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例17例，其中境外输入病例15例（上海3例，河南3例，广东3例，四川3例，北京1例，山西1例，福建1例），本土病例2例（均在内蒙古）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例15例，解除医学观察的密切接触者1652人，重症病例较前一日增加1例。
境外输入现有确诊病例239例（其中重症病例4例），现有疑似病例6例。累计确诊病例3919例，累计治愈出院病例3680例，无死亡病例。
截至12月4日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例273例（其中重症病例6例），累计治愈出院病例81694例，累计死亡病例4634例，累计报告确诊病例86601例，现有疑似病例8例。累计追踪到密切接触者882710人，尚在医学观察的密切接触者5896人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者12例（境外输入11例）；当日转为确诊病例1例（为境外输入）；当日解除医学观察11例（均为境外输入）；尚在医学观察无症状感染者249例（境外输入242例）。
累计收到港澳台地区通报确诊病例7437例。其中，香港特别行政区6701例（出院5465例，死亡112例），澳门特别行政区46例（出院46例），台湾地区690例（出院572例，死亡7例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-12-05,卫生应急办公室
截至12月17日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202012/f0af51f645dd493d8b4905a8a3ac3fbc.shtml,"12月17日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例12例，其中境外输入病例11例（上海4例，广东4例，山西1例，河南1例，云南1例），本土病例1例（在四川）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例9例，解除医学观察的密切接触者494人，重症病例较前一日增加1例。
境外输入现有确诊病例262例（其中重症病例6例），现有疑似病例3例。累计确诊病例4079例，累计治愈出院病例3817例，无死亡病例。
截至12月17日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例304例（其中重症病例8例），累计治愈出院病例81851例，累计死亡病例4634例，累计报告确诊病例86789例，现有疑似病例4例。累计追踪到密切接触者890102人，尚在医学观察的密切接触者7014人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者11例（境外输入9例）；当日转为确诊病例1例（为境外输入）；当日解除医学观察10例（境外输入9例）；尚在医学观察无症状感染者198例（境外输入178例）。
累计收到港澳台地区通报确诊病例8702例。其中，香港特别行政区7899例（出院6534例，死亡125例），澳门特别行政区46例（出院46例），台湾地区757例（出院616例，死亡7例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-12-18,卫生应急办公室
截至11月14日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202011/5dea8aa9e87148ecb78465b9455f85a3.shtml,"11月14日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例13例，均为境外输入病例（广东3例，云南3例，天津2例，陕西2例，上海1例，河南1例，湖北1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。
当日新增治愈出院病例16例，解除医学观察的密切接触者997人，重症病例较前一日增加1例。
境外输入现有确诊病例356例（其中重症病例4例），现有疑似病例2例。累计确诊病例3693例，累计治愈出院病例3337例，无死亡病例。
截至11月14日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例385例（其中重症病例4例），累计治愈出院病例81319例，累计死亡病例4634例，累计报告确诊病例86338例，现有疑似病例2例。累计追踪到密切接触者873191人，尚在医学观察的密切接触者15032人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者6例（均为境外输入）；当日转为确诊病例4例（均为境外输入）；当日解除医学观察37例（境外输入13例）；尚在医学观察无症状感染者613例（境外输入423例）。
累计收到港澳台地区通报确诊病例6090例。其中，香港特别行政区5444例（出院5187例，死亡108例），澳门特别行政区46例（出院46例），台湾地区600例（出院535例，死亡7例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-11-15,卫生应急办公室
截至11月20日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202011/6256e1dfe9dc48a1ab4d1a6b582365b5.shtml,"11月20日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例16例，其中境外输入病例9例（均在上海），本土病例7例（天津5例，上海2例）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例19例，解除医学观察的密切接触者1006人，重症病例与前一日持平。
境外输入现有确诊病例296例（其中重症病例1例），无现有疑似病例。累计确诊病例3761例，累计治愈出院病例3465例，无死亡病例。
截至11月20日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例308例（其中重症病例1例），累计治愈出院病例81472例，累计死亡病例4634例，累计报告确诊病例86414例，无现有疑似病例。累计追踪到密切接触者875547人，尚在医学观察的密切接触者11892人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者18例（均为境外输入）；当日无转为确诊病例；当日解除医学观察13例（境外输入11例）；尚在医学观察无症状感染者378例（境外输入374例）。
累计收到港澳台地区通报确诊病例6174例。其中，香港特别行政区5517例（出院5239例，死亡108例），澳门特别行政区46例（出院46例），台湾地区611例（出院546例，死亡7例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-11-21,卫生应急办公室
截至11月27日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202011/c02ae1c55f774e7f94dbc4c08edc5e2a.shtml,"11月27日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例6例，均为境外输入病例（福建2例，天津1例，浙江1例，四川1例，云南1例）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例24例，解除医学观察的密切接触者893人，重症病例与前一日持平。
境外输入现有确诊病例259例（其中重症病例4例），现有疑似病例2例。累计确诊病例3832例，累计治愈出院病例3573例，无死亡病例。
截至11月27日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例285例（其中重症病例8例），累计治愈出院病例81582例，累计死亡病例4634例，累计报告确诊病例86501例，现有疑似病例4例。累计追踪到密切接触者878626人，尚在医学观察的密切接触者9649人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者4例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察23例（均为境外输入）；尚在医学观察无症状感染者288例（境外输入284例）。
累计收到港澳台地区通报确诊病例6724例。其中，香港特别行政区6039例（出院5313例，死亡108例），澳门特别行政区46例（出院46例），台湾地区639例（出院555例，死亡7例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-11-28,卫生应急办公室
截至12月9日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202012/a1dc5366c0414c2a91b8781764fbb965.shtml,"12月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例12例，其中境外输入病例11例（上海9例，福建1例，广东1例），本土病例1例（在内蒙古）；无新增死亡病例；新增疑似病例2例，均为境外输入病例（均在上海）。
当日新增治愈出院病例11例，解除医学观察的密切接触者382人，重症病例与前一日持平。
境外输入现有确诊病例242例（其中重症病例3例），现有疑似病例3例。累计确诊病例3980例，累计治愈出院病例3738例，无死亡病例。
截至12月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例285例（其中重症病例5例），累计治愈出院病例81754例，累计死亡病例4634例，累计报告确诊病例86673例，现有疑似病例3例。累计追踪到密切接触者885409人，尚在医学观察的密切接触者6659人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者5例（均为境外输入）；当日转为确诊病例2例（均为境外输入）；当日解除医学观察12例（均为境外输入）；尚在医学观察无症状感染者201例（境外输入193例）。
累计收到港澳台地区通报确诊病例7945例。其中，香港特别行政区7179例（出院5783例，死亡114例），澳门特别行政区46例（出院46例），台湾地区720例（出院585例，死亡7例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-12-10,卫生应急办公室
截至12月14日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202012/256ddeec831d489297806a5482df907a.shtml,"12月14日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例17例，其中境外输入病例14例（四川5例，内蒙古4例，上海3例，北京1例，广东1例），本土病例3例（黑龙江2例，四川1例）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例18例，解除医学观察的密切接触者1134人，重症病例与前一日持平。
境外输入现有确诊病例262例（其中重症病例5例），现有疑似病例2例。累计确诊病例4049例，累计治愈出院病例3787例，无死亡病例。
截至12月14日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例312例（其中重症病例7例），累计治愈出院病例81812例，累计死亡病例4634例，累计报告确诊病例86758例，现有疑似病例2例。累计追踪到密切接触者888359人，尚在医学观察的密切接触者6852人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者8例（均为境外输入）；当日转为确诊病例3例（境外输入2例）；当日解除医学观察6例（均为境外输入）；尚在医学观察无症状感染者196例（境外输入183例）。
累计收到港澳台地区通报确诊病例8409例。其中，香港特别行政区7623例（出院6266例，死亡120例），澳门特别行政区46例（出院46例），台湾地区740例（出院606例，死亡7例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-12-15,卫生应急办公室
截至12月24日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202012/c12a19e50c6243bdbad8a4b3fba4efa0.shtml,"12月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例14例，其中境外输入病例7例（上海4例，辽宁1例，广东1例，四川1例），本土病例7例（均在辽宁）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例9例，解除医学观察的密切接触者879人，重症病例与前一日持平。
境外输入现有确诊病例272例（其中重症病例5例），无现有疑似病例。累计确诊病例4181例，累计治愈出院病例3909例，无死亡病例。
截至12月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例320例（其中重症病例6例），累计治愈出院病例81959例，累计死亡病例4634例，累计报告确诊病例86913例，无现有疑似病例。累计追踪到密切接触者897690人，尚在医学观察的密切接触者9890人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者17例（境外输入15例）；当日转为确诊病例1例（无境外输入）；当日解除医学观察9例（境外输入7例）；尚在医学观察无症状感染者236例（境外输入195例）。
累计收到港澳台地区通报确诊病例9246例。其中，香港特别行政区8424例（出院7203例，死亡135例），澳门特别行政区46例（出院46例），台湾地区776例（出院635例，死亡7例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-12-25,卫生应急办公室
截至7月30日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202207/e5f93338c29d432997b626f4dedcfd61.shtml,"7月30日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例116例。其中境外输入病例42例（上海9例，广东9例，福建7例，四川6例，北京4例，陕西3例，天津1例，辽宁1例，黑龙江1例，湖南1例），含10例由无症状感染者转为确诊病例（福建3例，四川2例，陕西2例，天津1例，湖南1例，广东1例）；本土病例74例（广西32例，甘肃31例，四川5例，上海3例，福建1例，河南1例，广东1例），含45例由无症状感染者转为确诊病例（甘肃24例，广西19例，四川2例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例140例，其中境外输入病例46例，本土病例94例（甘肃50例，广西21例，江苏5例，安徽5例，四川4例，广东3例，海南3例，上海1例，江西1例，重庆1例），解除医学观察的密切接触者13946人，重症病例较前一日减少6例。
境外输入现有确诊病例537例（无重症病例），无现有疑似病例。累计确诊病例20675例，累计治愈出院病例20138例，无死亡病例。
截至7月30日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1731例（其中重症病例5例），累计治愈出院病例222553例，累计死亡病例5226例，累计报告确诊病例229510例，无现有疑似病例。累计追踪到密切接触者4651741人，尚在医学观察的密切接触者131352人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者425例，其中境外输入65例，本土360例（广西143例，甘肃103例，山东53例，河南33例，兵团8例，天津7例，四川5例，上海3例，广东2例，新疆2例，湖南1例）。
当日解除医学观察的无症状感染者378例，其中境外输入53例，本土325例（甘肃154例，广西52例，安徽47例，河南20例，上海12例，天津8例，广东8例，江西6例，江苏5例，四川4例，吉林3例，福建2例，山东2例，辽宁1例，新疆1例）；当日转为确诊病例55例（境外输入10例）；尚在医学观察的无症状感染者7128例（境外输入583例）。
累计收到港澳台地区通报确诊病例4923083例。其中，香港特别行政区355170例（出院67573例，死亡9502例），澳门特别行政区791例（出院666例，死亡6例），台湾地区4567122例（出院13742例，死亡8893例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-07-31,卫生应急办公室
截至2月23日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202202/fc3d234c250a4efda0773203a6608d6f.shtml,"2月23日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例186例。其中境外输入病例101例（广东44例，上海24例，北京7例，福建6例，广西5例，湖北4例，吉林3例，四川3例，云南2例，甘肃2例，天津1例），含9例由无症状感染者转为确诊病例（广东8例，四川1例）；本土病例85例（内蒙古40例，其中呼和浩特市37例、包头市3例；湖北10例，均在武汉市；辽宁8例，均在葫芦岛市；广东8例，均在深圳市；四川6例，均在成都市；江苏3例，均在苏州市；广西3例，均在防城港市；云南3例，其中临沧市2例、红河哈尼族彝族自治州1例；北京2例，均在西城区；山西2例，其中晋中市1例、忻州市1例），含4例由无症状感染者转为确诊病例（四川3例，云南1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例48例，解除医学观察的密切接触者1263人，重症病例较前一日增加4例。
境外输入现有确诊病例1086例（其中重症病例2例），无现有疑似病例。累计确诊病例13767例，累计治愈出院病例12681例，无死亡病例。
截至2月23日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例2098例（其中重症病例18例），累计治愈出院病例101646例，累计死亡病例4636例，累计报告确诊病例108380例，无现有疑似病例。累计追踪到密切接触者1599801人，尚在医学观察的密切接触者49711人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者112例，其中境外输入88例，本土24例（云南7例，均在临沧市；黑龙江5例，其中黑河市4例、鸡西市1例；江苏5例，均在苏州市；四川4例，均在成都市；河北1例，在石家庄市；湖北1例，在武汉市；广东1例，在深圳市）；当日转为确诊病例13例（境外输入9例）；当日解除医学观察28例（境外输入21例）；尚在医学观察的无症状感染者774例（境外输入633例）。
累计收到港澳台地区通报确诊病例52774例。其中，香港特别行政区32538例（出院17015例，死亡385例），澳门特别行政区80例（出院79例），台湾地区20156例（出院13742例，死亡852例）。






（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-02-24,卫生应急办公室
